129	grixis-affinity	1	4308418405226501156
130	grixis-affinity	2	137115476891588616
131	jund-wildfire	1	3537508555480645163
132	jund-wildfire	2	487988872501944576
133	mono-blue-terror	1	1008465223549870545
134	mono-blue-terror	2	7042728068584477539
135	mono-red-madness	1	2530281420570995607
136	mono-red-madness	2	8780145482897366543
137	mono-red-rally	1	1733649781478490576
138	mono-red-rally	2	4315270469620853090
139	monster-tron	1	3352611872967596139
140	monster-tron	2	2515420289941429209
141	elves	1	6272775313935707983
142	elves	2	3881672775037569269
143	grixis-affinity	1	7113819828593931226
144	grixis-affinity	2	3688610870969667407
145	jund-wildfire	1	6033127965413135479
146	jund-wildfire	2	9212873798071954582
147	mono-blue-terror	1	1750131435755083936
148	mono-blue-terror	2	3121286696119375568
149	mono-red-madness	1	7911040189209730704
150	mono-red-madness	2	1575506020884253444
151	mono-red-rally	1	2085995711692825749
152	mono-red-rally	2	2757738699753730995
153	monster-tron	1	4840019732405918542
154	monster-tron	2	2734436611433979023
155	elves	1	5716931809203001562
156	elves	2	8025717805864682223
157	grixis-affinity	1	4048602394215043764
158	grixis-affinity	2	4800264927194230593
159	jund-wildfire	1	6227410419736524624
160	jund-wildfire	2	7982008475309974020
161	mono-blue-terror	1	6619328402135360344
162	mono-blue-terror	2	7332952623089933082
163	mono-red-madness	1	3366300776578004737
164	mono-red-madness	2	1435319576859036604
165	mono-red-rally	1	3335488740349350236
166	mono-red-rally	2	857671762925959716
167	monster-tron	1	8025377170395544521
168	monster-tron	2	1663817789151716352
169	elves	1	6136632221037610712
170	elves	2	2746482364586689060
171	grixis-affinity	1	1813736523801923617
172	grixis-affinity	2	6484347894014531922
173	jund-wildfire	1	6156003427935691133
174	jund-wildfire	2	6744574815940085951
175	mono-blue-terror	1	6413329372418531910
176	mono-blue-terror	2	4619878065428708056
177	mono-red-madness	1	6657982626380714159
178	mono-red-madness	2	8130070204138211273
179	mono-red-rally	1	3086929317351942851
180	mono-red-rally	2	49153506498458402
181	monster-tron	1	8349411319816183961
182	monster-tron	2	1213617824140976598
183	elves	1	7642633750821436239
184	elves	2	2976816036584803225
185	grixis-affinity	1	1093299402452594189
186	grixis-affinity	2	401247746436858644
187	jund-wildfire	1	240261079048942746
188	jund-wildfire	2	3708303855120996924
189	mono-blue-terror	1	6607037924653782048
190	mono-blue-terror	2	8679052818954445818
191	mono-red-madness	1	274926206241547504
192	mono-red-madness	2	5467452387085834913
193	mono-red-rally	1	7835119118053819607
194	mono-red-rally	2	7979448881812270360
195	monster-tron	1	2750416514734540752
196	monster-tron	2	572123894859720947
197	elves	1	8507846967124291878
198	elves	2	464125932864815766
199	grixis-affinity	1	263710417175610209
200	grixis-affinity	2	5021420961837118355
201	jund-wildfire	1	933925965209995734
202	jund-wildfire	2	6657969315306169235
203	mono-blue-terror	1	7864673034428584208
204	mono-blue-terror	2	7043473130156596620
205	mono-red-madness	1	1104846492787597803
206	mono-red-madness	2	6589007319041132528
207	mono-red-rally	1	1000953289325121386
208	mono-red-rally	2	6129060818334740158
209	monster-tron	1	1493610542477357336
210	monster-tron	2	307846164135876127
211	elves	1	9029387368604415588
212	elves	2	3696145614357136723
213	grixis-affinity	1	7617022290781474374
214	grixis-affinity	2	776572271888071931
215	jund-wildfire	1	6178992284004820665
216	jund-wildfire	2	1222678290772651680
217	mono-blue-terror	1	2661767705292046083
218	mono-blue-terror	2	7550257389957993793
219	mono-red-madness	1	3654177749270707775
220	mono-red-madness	2	5212144669874891154
221	mono-red-rally	1	8314205586983980124
222	mono-red-rally	2	5717814590264472321
223	monster-tron	1	2726374183983760138
224	monster-tron	2	8159253277328729575
